"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ZNF703",0.00858795810869277,0.634859570263214,0.176,0.138,1,"Layer1","ZNF703"
"MOBP",1.72208548281893e-300,2.79015426322391,0.981,0.366,3.98025617643939e-296,"WM","MOBP"
"MBP",3.85060766994375e-280,3.00756054090628,1,0.976,8.89990950754099e-276,"WM","MBP"
"PLP1",6.36753489410982e-277,3.16247489821681,1,0.887,1.4717283400756e-272,"WM","PLP1"
"MAG",4.2072371796318e-272,2.58904110063453,0.914,0.284,9.72418729328298e-268,"WM","MAG"
"CRYAB",4.87568250199259e-272,2.78666578787837,0.998,0.75,1.12691649668555e-267,"WM","CRYAB"
"CNP",1.53760749555018e-270,2.79560769048663,0.998,0.709,3.55387220446514e-266,"WM","CNP"
"TF",2.20341825128723e-269,2.69235514774546,0.982,0.478,5.09276060420018e-265,"WM","TF"
"MOG",1.80835866679717e-265,2.08813246194804,0.788,0.148,4.1796593865683e-261,"WM","MOG"
"PPP1R14A",4.31806141945854e-264,2.52954272678991,0.934,0.346,9.98033535879451e-260,"WM","PPP1R14A"
"GFAP",5.82026099907903e-257,2.56958658999779,0.998,0.795,1.34523692471714e-252,"WM","GFAP"
"ERMN",2.18954634859818e-254,2.2533690581737,0.846,0.213,5.06069847551497e-250,"WM","ERMN"
"CLDN11",2.7156244176567e-254,2.31829729978859,0.858,0.233,6.27662271652992e-250,"WM","CLDN11"
"S100B",1.84772458009864e-245,2.23000610966239,0.992,0.76,4.27064582198198e-241,"WM","S100B"
"PTGDS",4.72496904741975e-244,1.85760781258307,0.996,0.947,1.09208209593013e-239,"WM","PTGDS"
"SPP1",4.25655308499384e-242,2.27058199472892,0.932,0.369,9.83817114534626e-238,"WM","SPP1"
"FTH1",5.21000649691818e-241,1.06237003602161,1,0.998,1.2041888016327e-236,"WM","FTH1"
"CLDND1",1.21229509901349e-238,2.35142828903783,0.945,0.45,2.80197766234988e-234,"WM","CLDND1"
"HSPA2",8.44473819592945e-234,2.0403244081317,0.774,0.174,1.95183233922517e-229,"WM","HSPA2"
"CARNS1",1.1379669451745e-232,2.04092626928389,0.793,0.189,2.63018300038183e-228,"WM","CARNS1"
"TMEM144",6.84603566176948e-228,2.05212466136047,0.772,0.183,1.58232422250478e-223,"WM","TMEM144"
"RNASE1",1.63596196146047e-226,2.23943290156871,0.922,0.417,3.78119888152358e-222,"WM","RNASE1"
"NKX6-2",1.13123246259469e-216,1.76205314907832,0.694,0.131,2.61461759079511e-212,"WM","NKX6-2"
"SEPTIN4",2.70011820352785e-215,2.01312918570478,0.945,0.501,6.24078320381391e-211,"WM","SEPTIN4"
"BCAS1",1.99254307252334e-213,1.93773947533434,0.84,0.26,4.6053648035232e-209,"WM","BCAS1"
"MAL",1.16795334738523e-211,1.97689366759456,0.797,0.223,2.69949057181148e-207,"WM","MAL"
"SCD",3.6569211887889e-206,1.91486406125351,0.961,0.665,8.45224194364779e-202,"WM","SCD"
"MARCKSL1",2.1292518816817e-204,1.97460676787482,0.957,0.623,4.92133987413091e-200,"WM","MARCKSL1"
"SELENOP",9.5429897534382e-204,1.98433254909464,0.869,0.335,2.20567122171217e-199,"WM","SELENOP"
"PAQR6",1.15868243362689e-202,1.9200883748946,0.904,0.397,2.67806270884183e-198,"WM","PAQR6"
"ENPP2",3.17363333600006e-201,1.98045189558847,0.815,0.262,7.33521872949695e-197,"WM","ENPP2"
"PLLP",4.73074923427849e-196,1.88347929511458,0.762,0.213,1.09341807051879e-191,"WM","PLLP"
"OPALIN",3.73222677703257e-195,1.82402007993287,0.758,0.205,8.62629574975537e-191,"WM","OPALIN"
"APOD",1.06143811268811e-194,1.85028510231422,0.947,0.591,2.45330190985602e-190,"WM","APOD"
"KLK6",1.20073647379861e-194,1.67406829796921,0.612,0.106,2.77526221189073e-190,"WM","KLK6"
"PLEKHB1",8.11444503918896e-191,1.82615242506032,0.93,0.532,1.87549168190774e-186,"WM","PLEKHB1"
"ELOVL1",3.82098180497722e-188,1.77945055957961,0.698,0.169,8.83143524584385e-184,"WM","ELOVL1"
"TUBA1A",1.57845346194304e-181,1.23175245361133,1,0.934,3.64827948658894e-177,"WM","TUBA1A"
"TTYH2",8.89431617665419e-181,1.68568223374417,0.663,0.15,2.05574329791008e-176,"WM","TTYH2"
"GPRC5B",7.35433574621251e-180,1.79767889399055,0.916,0.513,1.6998076210221e-175,"WM","GPRC5B"
"PMP22",2.71880436009355e-179,1.82466473830812,0.789,0.262,6.28397251748421e-175,"WM","PMP22"
"QKI",3.01633703194089e-179,1.71284762855664,0.922,0.532,6.97165978192498e-175,"WM","QKI"
"PLEKHH1",1.24267009855737e-176,1.67839080153553,0.614,0.124,2.87218339879566e-172,"WM","PLEKHH1"
"LHPP",4.47428249963457e-175,1.67812370444897,0.788,0.267,1.03414091414054e-170,"WM","LHPP"
"CNTN2",6.85292562675971e-173,1.811441738844,0.809,0.313,1.58391670011297e-168,"WM","CNTN2"
"MYRF",1.3639211807667e-169,1.66260214209253,0.632,0.142,3.15243102510607e-165,"WM","MYRF"
"FAM107B",4.22042242292051e-166,1.42791820582974,0.561,0.1,9.75466234609617e-162,"WM","FAM107B"
"EFHD1",9.68469541402766e-165,1.61585028102858,0.729,0.219,2.23842365104421e-160,"WM","EFHD1"
"GLDN",1.88742537646891e-164,1.38575129366225,0.485,0.067,4.36240627263259e-160,"WM","GLDN"
"RPS12",7.62148505045943e-160,1.00919791588402,0.994,0.965,1.76155383971269e-155,"WM","RPS12"
"PLAAT3",8.82533085776887e-159,1.7156354433372,0.731,0.246,2.03979872115612e-154,"WM","PLAAT3"
"LAMP2",2.45774346925477e-157,1.72019619587779,0.768,0.29,5.68058248048856e-153,"WM","LAMP2"
"FTL",4.37047483001078e-157,0.961050739199338,0.998,0.982,1.01014784746039e-152,"WM","FTL"
"UGT8",9.19736037604319e-156,1.49166258252384,0.573,0.117,2.12578590371486e-151,"WM","UGT8"
"SLC44A1",3.83323532446853e-155,1.66671018208794,0.76,0.288,8.85975680544412e-151,"WM","SLC44A1"
"ABCA2",8.64029811913875e-155,1.66284285714983,0.856,0.446,1.99703210427654e-150,"WM","ABCA2"
"PTMA",2.22011120032845e-154,1.23331747554856,0.973,0.868,5.13134301731914e-150,"WM","PTMA"
"GSN",4.01819193825284e-154,1.61059953853559,0.862,0.419,9.28724702688378e-150,"WM","GSN"
"CSRP1",1.74422829845267e-153,1.63299216115247,0.906,0.598,4.03143486621365e-149,"WM","CSRP1"
"RASSF2",3.26607440861896e-151,1.43555977331699,0.606,0.141,7.54887778064101e-147,"WM","RASSF2"
"GPR37",3.68884707723345e-151,1.44974421007769,0.579,0.124,8.52603224960966e-147,"WM","GPR37"
"CERCAM",9.05918197110071e-151,1.64868021890297,0.655,0.185,2.09384872898051e-146,"WM","CERCAM"
"FGFR2",4.09159268634739e-150,1.5891171547548,0.708,0.23,9.45689817595473e-146,"WM","FGFR2"
"QDPR",4.88552327606358e-150,1.51456327721437,0.912,0.631,1.12919099479658e-145,"WM","QDPR"
"PRR18",6.01998400043195e-150,1.35795725274655,0.532,0.099,1.39139890201984e-145,"WM","PRR18"
"APLP1",7.28746310591162e-149,1.24862167924964,0.977,0.879,1.68435134766935e-144,"WM","APLP1"
"TSC22D4",1.05662626000295e-148,1.58189088592404,0.873,0.478,2.44218027474483e-144,"WM","TSC22D4"
"GPM6B",3.6334980803615e-148,1.33549733924274,0.961,0.84,8.39810411313954e-144,"WM","GPM6B"
"CDKN1C",1.99652328081227e-147,1.44388816554634,0.534,0.105,4.6145642589414e-143,"WM","CDKN1C"
"FA2H",1.16471519406988e-146,1.35666320179074,0.522,0.097,2.69200622805371e-142,"WM","FA2H"
"EDIL3",1.27986923572422e-146,1.67161561101325,0.823,0.397,2.95816176452939e-142,"WM","EDIL3"
"GJB1",4.00973714430909e-146,1.24305212227703,0.441,0.061,9.26770546164159e-142,"WM","GJB1"
"PIP4K2A",2.03614508621247e-145,1.56031889165725,0.733,0.264,4.70614213776289e-141,"WM","PIP4K2A"
"TPPP3",9.60355819129951e-144,1.53020176773764,0.616,0.164,2.21967040475506e-139,"WM","TPPP3"
"PADI2",2.87526372814739e-143,1.52069769674263,0.637,0.181,6.64559705486705e-139,"WM","PADI2"
"OLIG1",5.44805566230158e-143,1.58018535326041,0.809,0.381,1.25920910522776e-138,"WM","OLIG1"
"EVI2A",3.39764776779923e-141,1.37699273823071,0.495,0.089,7.85298328571436e-137,"WM","EVI2A"
"TMEM63A",8.47036166628001e-141,1.33912406127591,0.485,0.086,1.9577546919273e-136,"WM","TMEM63A"
"FEZ1",2.18603017236257e-140,1.44077819829514,0.912,0.644,5.05257153738161e-136,"WM","FEZ1"
"SEMA3B",2.19732091969508e-140,1.4251304331075,0.591,0.147,5.07866784169123e-136,"WM","SEMA3B"
"CNDP1",2.21932849760952e-140,1.52796329780368,0.643,0.185,5.12953395652488e-136,"WM","CNDP1"
"SUN2",3.66127566463223e-140,1.56641126664901,0.741,0.285,8.46230644366447e-136,"WM","SUN2"
"ANLN",7.72721964477909e-139,1.39951790839182,0.534,0.112,1.78599227649779e-134,"WM","ANLN"
"SLAIN1",6.05785933961655e-138,1.50589934269265,0.68,0.225,1.40015302916557e-133,"WM","SLAIN1"
"HAPLN2",5.65172135748343e-136,1.48597260008152,0.6,0.159,1.30628235735515e-131,"WM","HAPLN2"
"CMTM5",1.43717115812911e-135,1.40461117627645,0.497,0.097,3.3217336977838e-131,"WM","CMTM5"
"CDC42EP1",6.94129404525446e-134,1.28362771486735,0.509,0.103,1.60434129267966e-129,"WM","CDC42EP1"
"BOK",3.50167633099369e-132,1.34140600291948,0.509,0.105,8.09342450382572e-128,"WM","BOK"
"LPAR1",3.53519348192538e-130,1.35205403387804,0.558,0.132,8.17089269477414e-126,"WM","LPAR1"
"AQP1",1.84293236548197e-128,1.27459071836534,0.411,0.062,4.25956957633848e-124,"WM","AQP1"
"CD9",6.39308591326931e-126,1.4560155320121,0.706,0.265,1.47763394713394e-121,"WM","CD9"
"C1orf198",2.57333003604503e-125,1.31457113744489,0.579,0.158,5.94773771231089e-121,"WM","C1orf198"
"FOLH1",6.22638652468279e-124,1.09776194660098,0.37,0.048,1.43910471744993e-119,"WM","FOLH1"
"EEF1A1",6.53927484395084e-124,0.756986142440423,0.996,0.981,1.51142259468236e-119,"WM","EEF1A1"
"JAM3",1.75902112374658e-123,1.37859467032477,0.559,0.15,4.06562552331546e-119,"WM","JAM3"
"CERS2",2.04500118878234e-122,1.28248550180819,0.567,0.149,4.72661124763263e-118,"WM","CERS2"
"RHOU",3.4283506864931e-122,1.2734116172475,0.495,0.107,7.9239469416915e-118,"WM","RHOU"
"SIRT2",4.65261161191676e-121,1.39503567026822,0.83,0.489,1.07535812186232e-116,"WM","SIRT2"
"RPL30",1.15871920586533e-120,0.92803005623315,0.99,0.935,2.67814770051653e-116,"WM","RPL30"
"VWA1",1.76277014737594e-120,1.30709106034555,0.571,0.158,4.07429064163002e-116,"WM","VWA1"
"NDRG1",4.70676830613639e-118,1.46442482258231,0.715,0.307,1.0878753585973e-113,"WM","NDRG1"
"DAAM2",3.45154808061507e-117,1.27463090544661,0.542,0.141,7.9775630787256e-113,"WM","DAAM2"
"PHLDB1",8.32778778881757e-116,1.28277345518907,0.505,0.121,1.9248015916294e-111,"WM","PHLDB1"
"AIF1L",1.74984060181296e-115,1.34777417578749,0.595,0.182,4.0444065829703e-111,"WM","AIF1L"
"NINJ2",9.24014012279846e-114,1.07438456144856,0.363,0.053,2.13567358658241e-109,"WM","NINJ2"
"TP53INP2",2.05351116289243e-113,1.32387486837046,0.661,0.239,4.74628035079327e-109,"WM","TP53INP2"
"LOC100506725",1.21173431639584e-112,1.08279250915293,0.374,0.058,2.8006815254857e-108,"WM","LOC100506725"
"CBR1",2.22922817150261e-112,1.42819663731414,0.75,0.374,5.15241507279399e-108,"WM","CBR1"
"PLPP2",2.70611099464716e-112,1.11991705824112,0.411,0.075,6.25463434192799e-108,"WM","PLPP2"
"FGF1",1.75567636869166e-111,1.26361623050742,0.558,0.159,4.05789479095704e-107,"WM","FGF1"
"GLTP",7.58479187092694e-110,1.28046531769071,0.478,0.112,1.75307294512734e-105,"WM","GLTP"
"ADAMTS4",9.9302710486179e-110,1.26672586846545,0.433,0.087,2.29518354746706e-105,"WM","ADAMTS4"
"RPL10",7.7970753559084e-109,0.834022563302628,0.986,0.945,1.80213802701111e-104,"WM","RPL10"
"RPL28",8.7599067175139e-108,0.795157392904123,0.994,0.962,2.02467723961899e-103,"WM","RPL28"
"GJC2",1.66214472874734e-107,1.15982818549149,0.446,0.095,3.84171511155373e-103,"WM","GJC2"
"HHIP",1.80859731465691e-106,0.992990182091265,0.357,0.054,4.18021097336652e-102,"WM","HHIP"
"PREX1",2.58700977246318e-105,1.32420187750271,0.62,0.226,5.97935568709414e-101,"WM","PREX1"
"SOX10",3.80985349389284e-105,1.21337556359923,0.485,0.122,8.80571438043453e-101,"WM","SOX10"
"SOX8",8.82549378238274e-105,1.25502238545387,0.556,0.168,2.03983637792212e-100,"WM","SOX8"
"TMEM125",1.66620673831193e-104,1.10311657045603,0.388,0.071,3.85110363426037e-100,"WM","TMEM125"
"HIPK2",2.3258338904692e-103,1.30848860388123,0.647,0.25,5.37569987104145e-99,"WM","HIPK2"
"SLC31A2",1.51084934424201e-102,1.00904734934653,0.378,0.065,3.49202608934656e-98,"WM","SLC31A2"
"RPLP1",2.75691504100933e-101,0.695974724459027,1,0.984,6.37205773428487e-97,"WM","RPLP1"
"RPL37",7.51838529795162e-101,0.814285497546759,0.994,0.951,1.73772439391556e-96,"WM","RPL37"
"RPS8",1.54894198320857e-100,0.797188050419607,0.984,0.939,3.58006960578997e-96,"WM","RPS8"
"S1PR5",1.82127305791472e-99,0.940355609819654,0.306,0.04,4.2095084187583e-95,"WM","S1PR5"
"TMEM98",1.88018380562651e-99,1.11273512768202,0.407,0.085,4.34566882994456e-95,"WM","TMEM98"
"SLCO1A2",3.71054676306697e-99,1.12332902490912,0.407,0.085,8.57618673347668e-95,"WM","SLCO1A2"
"LITAF",9.89669672471758e-97,1.12539326924927,0.442,0.105,2.28742351398397e-92,"WM","LITAF"
"SEMA4D",4.65578637490593e-95,1.29845600111963,0.598,0.226,1.07609190483201e-90,"WM","SEMA4D"
"AMER2",1.09573900913825e-91,1.26517251217887,0.643,0.274,2.53258157182125e-87,"WM","AMER2"
"SEPTIN8",3.03886081417944e-90,1.16218737396563,0.821,0.554,7.02371899981295e-86,"WM","SEPTIN8"
"RPS27",6.32797607797457e-90,0.828797245283039,0.977,0.929,1.46258511090226e-85,"WM","RPS27"
"NENF",3.6354981893929e-87,1.14341126654742,0.834,0.605,8.40272696514381e-83,"WM","NENF"
"SLC12A2",3.73967004613099e-87,1.28156718208592,0.593,0.246,8.64349937762256e-83,"WM","SLC12A2"
"ERBB3",5.89985593422035e-87,1.05107299291672,0.39,0.089,1.36363370207635e-82,"WM","ERBB3"
"RPL11",5.75534753564431e-85,0.825008667984308,0.982,0.876,1.33023347591347e-80,"WM","RPL11"
"COL4A5",5.05141670572678e-84,0.914206051463342,0.296,0.047,1.16753394319463e-79,"WM","COL4A5"
"SLC5A11",1.19971903138318e-83,0.871607410837185,0.259,0.034,2.77291059723595e-79,"WM","SLC5A11"
"SLC48A1",7.07199980110811e-83,1.27211055457011,0.655,0.331,1.63455131403012e-78,"WM","SLC48A1"
"RPL19",1.00359460078851e-82,0.733681305052943,0.986,0.941,2.31960820080249e-78,"WM","RPL19"
"MTUS1",1.11728645001422e-82,1.05157138741004,0.441,0.123,2.58238417191787e-78,"WM","MTUS1"
"PTP4A2",3.9140013278786e-82,1.23100683038803,0.733,0.431,9.04643126912581e-78,"WM","PTP4A2"
"RPL37A",4.35493350876456e-82,0.631628046616626,0.996,0.966,1.00655578188075e-77,"WM","RPL37A"
"BIN1",5.08905439460693e-82,1.15812110151522,0.762,0.494,1.1762331422255e-77,"WM","BIN1"
"CDK18",1.3975081616809e-81,1.1171991347441,0.481,0.153,3.23006061409307e-77,"WM","CDK18"
"FMNL2",4.22965789164994e-81,1.15241288729461,0.595,0.25,9.7760082849705e-77,"WM","FMNL2"
"PAIP2B",5.49764980662754e-81,1.0418388012886,0.378,0.088,1.27067179980582e-76,"WM","PAIP2B"
"DDR1",6.81321021864379e-81,1.14615260990112,0.606,0.251,1.57473727783514e-76,"WM","DDR1"
"ABCA8",7.43766998099201e-81,0.79471052123283,0.253,0.033,1.71906866270668e-76,"WM","ABCA8"
"OLIG2",7.93860902884924e-81,1.06366297917686,0.47,0.142,1.83485070483792e-76,"WM","OLIG2"
"H3-3B",1.47029085256457e-80,1.06106982087286,0.827,0.588,3.3982832475325e-76,"WM","H3-3B"
"SPOCK3",1.24060282323219e-78,1.14019993212916,0.581,0.244,2.86740530533657e-74,"WM","SPOCK3"
"MTURN",2.87491222795141e-78,0.921440014847693,0.963,0.808,6.6447846324641e-74,"WM","MTURN"
"GPIHBP1",3.51596666767367e-77,0.70387226610096,0.222,0.025,8.12645375899416e-73,"WM","GPIHBP1"
"DOCK5",9.59407935933779e-77,0.76492533520795,0.265,0.04,2.21747956232374e-72,"WM","DOCK5"
"CHADL",2.95712799442384e-76,0.914276839613481,0.361,0.085,6.83480993351182e-72,"WM","CHADL"
"RTKN",4.99741848793598e-76,0.902073000372841,0.318,0.063,1.15505333511664e-71,"WM","RTKN"
"RNF13",9.17078901314601e-76,1.09705578052347,0.544,0.216,2.11964446460844e-71,"WM","RNF13"
"HEPACAM",2.38345442618913e-75,1.16736044247649,0.624,0.296,5.50887821525093e-71,"WM","HEPACAM"
"RNF130",9.49356048881602e-75,1.20806110192544,0.622,0.305,2.19424663578005e-70,"WM","RNF130"
"ZDHHC9",1.14587951655409e-74,1.02900405771252,0.433,0.13,2.64847132661147e-70,"WM","ZDHHC9"
"EFS",2.12695491948028e-74,0.797688634651078,0.296,0.054,4.91603090539478e-70,"WM","EFS"
"COL9A3",5.35918208150629e-74,0.930805596883585,0.372,0.096,1.23866775449855e-69,"WM","COL9A3"
"CFL2",3.33714313984717e-73,1.19134204704252,0.579,0.265,7.71313893912875e-69,"WM","CFL2"
"RPS23",8.87862702680782e-73,0.684386238307483,0.986,0.922,2.05211706470609e-68,"WM","RPS23"
"PCSK6",3.49879620761989e-72,0.914502547999423,0.337,0.077,8.08676767467186e-68,"WM","PCSK6"
"C4orf48",4.01053994105111e-72,0.811599398024198,0.945,0.816,9.26956096575143e-68,"WM","C4orf48"
"RPS15A",1.8031145348467e-71,0.783094046671197,0.943,0.832,4.16753862439117e-67,"WM","RPS15A"
"RPS13",4.36857358373086e-71,0.709441141694221,0.961,0.882,1.00970841240771e-66,"WM","RPS13"
"PLXNB1",6.27994564498705e-71,1.03174040657319,0.466,0.16,1.45148383692586e-66,"WM","PLXNB1"
"RPL34",2.49807197583545e-70,0.576088439009603,0.994,0.972,5.77379375774847e-66,"WM","RPL34"
"RPS15",2.58048084382918e-70,0.61792731419981,0.984,0.96,5.96426537434237e-66,"WM","RPS15"
"RPS27A",1.25381074283111e-69,0.594607086176306,0.988,0.966,2.89793276990556e-65,"WM","RPS27A"
"ZCCHC24",1.56289783464553e-69,0.992970375827492,0.474,0.163,3.6123257652162e-65,"WM","ZCCHC24"
"SHTN1",2.00521730652622e-69,1.11970313566675,0.618,0.306,4.63465876057406e-65,"WM","SHTN1"
"MAP4K4",5.02648540915603e-69,1.04808199319809,0.561,0.245,1.16177157261823e-64,"WM","MAP4K4"
"RAPGEF5",8.15567379253213e-69,1.1214560060963,0.692,0.436,1.88502088366795e-64,"WM","RAPGEF5"
"PLEKHG3",1.4826802103178e-68,0.883645994911706,0.365,0.095,3.42691877010752e-64,"WM","PLEKHG3"
"RGCC",2.97055013175385e-68,1.04916522666266,0.565,0.252,6.86583251952268e-64,"WM","RGCC"
"RHOG",3.82853615644787e-68,0.918826597843919,0.353,0.09,8.84889561839796e-64,"WM","RHOG"
"C21orf91",1.31302568745563e-67,0.718326062745801,0.216,0.029,3.03479627141621e-63,"WM","C21orf91"
"LIPA",1.31653283386828e-67,1.02017636173104,0.437,0.146,3.04290233891977e-63,"WM","LIPA"
"B2M",1.32375371467402e-67,0.866279571367459,0.901,0.778,3.05959196072607e-63,"WM","B2M"
"RPS29",3.23888247911026e-67,0.691836282657488,0.969,0.9,7.48602907396755e-63,"WM","RPS29"
"ASPA",3.57763607593321e-67,0.766189170267587,0.255,0.044,8.26899026230443e-63,"WM","ASPA"
"ST18",5.3853278421061e-67,0.685004233046837,0.218,0.03,1.24471082414598e-62,"WM","ST18"
"LGALS3BP",1.78240806000537e-66,0.993502101880165,0.522,0.209,4.1196797490904e-62,"WM","LGALS3BP"
"SYNGR2",2.44423864437588e-65,0.981814811554471,0.448,0.153,5.64936877874597e-61,"WM","SYNGR2"
"CA2",3.11291505013397e-65,1.08073871140042,0.505,0.204,7.19488055537464e-61,"WM","CA2"
"DOCK10",6.47654883689394e-65,0.768878540467477,0.273,0.053,1.4969247326713e-60,"WM","DOCK10"
"LIPE",6.6381774211485e-65,0.778824648324655,0.308,0.069,1.53428194735005e-60,"WM","LIPE"
"RPL32",2.04848414612516e-63,0.586976630510391,0.994,0.965,4.73466140693907e-59,"WM","RPL32"
"GPR62",2.05217317285341e-63,0.708379285028002,0.234,0.039,4.74318785441609e-59,"WM","GPR62"
"CD82",3.24688768997429e-63,0.770610566427441,0.279,0.057,7.50453151783759e-59,"WM","CD82"
"LRP2",7.76871274518732e-63,0.617479861113326,0.181,0.02,1.79558257679514e-58,"WM","LRP2"
"VAMP3",6.8654510217685e-62,0.951579821755915,0.394,0.126,1.58681169466135e-57,"WM","VAMP3"
"DNAH17",1.265852796181e-61,0.623074299385914,0.181,0.021,2.92576556781313e-57,"WM","DNAH17"
"AATK",8.33300679169043e-61,1.01397765559248,0.616,0.339,1.92600785976341e-56,"WM","AATK"
"TSPAN15",1.40854493541147e-60,0.75395654115283,0.271,0.056,3.25556990921654e-56,"WM","TSPAN15"
"RDX",1.44236408629948e-60,0.909012713338113,0.446,0.164,3.33373611266399e-56,"WM","RDX"
"FAU",2.06089901101778e-60,0.656155308394089,0.971,0.929,4.76335588416539e-56,"WM","FAU"
"RPL21",2.59151465681668e-59,0.625403191021823,0.973,0.923,5.98976782630039e-55,"WM","RPL21"
"CLIC4",3.44730746272982e-59,0.940900527393214,0.384,0.121,7.96776173860744e-55,"WM","CLIC4"
"SERF2",7.2832932533436e-59,0.650210596554264,0.943,0.888,1.68338756964531e-54,"WM","SERF2"
"ANKRD40",1.92734072542014e-58,1.00695216425641,0.546,0.26,4.45466261866356e-54,"WM","ANKRD40"
"CYP27A1",2.04199494144001e-58,0.820543248189174,0.292,0.07,4.71966290815029e-54,"WM","CYP27A1"
"ZEB2",4.76390843195388e-58,1.01607854038166,0.571,0.291,1.1010821558775e-53,"WM","ZEB2"
"USH1C",5.59493634751571e-58,0.527421001089785,0.135,0.01,1.29315763800131e-53,"WM","USH1C"
"PCBP4",1.52240169426178e-57,0.942317318098679,0.474,0.196,3.51872703594726e-53,"WM","PCBP4"
"PHGDH",4.06829719924401e-57,0.942387807928751,0.462,0.184,9.40305531661268e-53,"WM","PHGDH"
"RASGRP3",6.02410110704062e-57,0.627726225626431,0.199,0.03,1.3923504888703e-52,"WM","RASGRP3"
"LLGL1",1.5350571492746e-56,0.702538668030934,0.273,0.062,3.54797758911839e-52,"WM","LLGL1"
"SPARC1",1.9468196608085e-56,0.974489215491293,0.655,0.391,4.49968428202668e-52,"WM","SPARC"
"SYPL1",2.15990138010673e-56,0.848334826609027,0.398,0.137,4.99218005984069e-52,"WM","SYPL1"
"COL9A2",3.42323023953402e-56,0.784923237094134,0.327,0.089,7.91211205263498e-52,"WM","COL9A2"
"HIP1R",3.55748877953957e-56,0.891329859915875,0.45,0.175,8.22242381614981e-52,"WM","HIP1R"
"FNBP1",1.71826404038813e-55,0.820428506534578,0.37,0.115,3.97142367654909e-51,"WM","FNBP1"
"SLC45A3",3.59418376349547e-55,0.541896656201765,0.166,0.02,8.30723693256707e-51,"WM","SLC45A3"
"MTMR10",4.83336006686802e-55,0.846050974576906,0.343,0.102,1.11713451225521e-50,"WM","MTMR10"
"RPS24",9.05054040733228e-54,0.567041851833014,0.979,0.949,2.09185140434671e-49,"WM","RPS24"
